# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-03-07 13:14:15 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02037500 JAMES RIVER NEAR RICHMOND, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02037500
#            TS   parameter     statistic     Description
#        145310       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	145310_00060_00003	145310_00060_00003_cd
USGS	02037500	1935-01-27	25100	A
USGS	02037500	1935-01-28	17800	A
USGS	02037500	1935-01-29	14500	A
USGS	02037500	1935-01-30	12400	A
USGS	02037500	1935-01-31	10500	A
USGS	02037500	1935-02-01	9400	A
USGS	02037500	1935-02-02	7900	A
USGS	02037500	1935-02-03	8240	A
USGS	02037500	1935-02-04	8280	A
USGS	02037500	1935-02-05	8260	A
USGS	02037500	1935-02-06	8030	A
USGS	02037500	1935-02-07	7660	A
USGS	02037500	1935-02-08	6920	A
USGS	02037500	1935-02-09	6840	A
USGS	02037500	1935-02-10	9220	A
USGS	02037500	1935-02-11	14100	A
USGS	02037500	1935-02-12	12400	A
USGS	02037500	1935-02-13	14500	A
USGS	02037500	1935-02-14	12600	A
USGS	02037500	1935-02-15	13300	A
USGS	02037500	1935-02-16	14600	A
USGS	02037500	1935-02-17	16900	A
USGS	02037500	1935-02-18	18300	A
USGS	02037500	1935-02-19	15100	A
USGS	02037500	1935-02-20	12600	A
USGS	02037500	1935-02-21	10700	A
USGS	02037500	1935-02-22	9680	A
USGS	02037500	1935-02-23	8240	A
USGS	02037500	1935-02-24	8240	A
USGS	02037500	1935-02-25	6940	A
USGS	02037500	1935-02-26	6860	A
USGS	02037500	1935-02-27	9150	A
USGS	02037500	1935-02-28	11200	A
USGS	02037500	1935-03-01	12300	A
USGS	02037500	1935-03-02	12200	A
USGS	02037500	1935-03-03	10300	A
USGS	02037500	1935-03-04	9600	A
USGS	02037500	1935-03-05	8380	A
USGS	02037500	1935-03-06	8820	A
USGS	02037500	1935-03-07	7090	A
USGS	02037500	1935-03-08	7720	A
USGS	02037500	1935-03-09	7220	A
USGS	02037500	1935-03-10	6920	A
USGS	02037500	1935-03-11	6960	A
USGS	02037500	1935-03-12	6860	A
USGS	02037500	1935-03-13	24200	A
USGS	02037500	1935-03-14	44400	A
USGS	02037500	1935-03-15	38900	A
USGS	02037500	1935-03-16	25600	A
USGS	02037500	1935-03-17	18800	A
USGS	02037500	1935-03-18	15400	A
USGS	02037500	1935-03-19	13100	A
USGS	02037500	1935-03-20	11400	A
USGS	02037500	1935-03-21	10200	A
USGS	02037500	1935-03-22	9360	A
USGS	02037500	1935-03-23	8830	A
USGS	02037500	1935-03-24	9200	A
USGS	02037500	1935-03-25	9800	A
USGS	02037500	1935-03-26	18000	A
USGS	02037500	1935-03-27	29000	A
USGS	02037500	1935-03-28	32000	A
USGS	02037500	1935-03-29	26000	A
USGS	02037500	1935-03-30	18000	A
USGS	02037500	1935-03-31	15000	A
USGS	02037500	1935-04-01	21000	A
USGS	02037500	1935-04-02	44000	A
USGS	02037500	1935-04-03	60000	A
USGS	02037500	1935-04-04	48000	A
USGS	02037500	1935-04-05	36000	A
USGS	02037500	1935-04-06	32000	A
USGS	02037500	1935-04-07	31000	A
USGS	02037500	1935-04-08	37000	A
USGS	02037500	1935-04-09	51000	A
USGS	02037500	1935-04-10	52000	A
USGS	02037500	1935-04-11	39000	A
USGS	02037500	1935-04-12	30000	A
USGS	02037500	1935-04-13	25000	A
USGS	02037500	1935-04-14	22000	A
USGS	02037500	1935-04-15	19000	A
USGS	02037500	1935-04-16	17000	A
USGS	02037500	1935-04-17	15000	A
USGS	02037500	1935-04-18	13000	A
USGS	02037500	1935-04-19	11300	A
USGS	02037500	1935-04-20	10600	A
USGS	02037500	1935-04-21	10000	A
USGS	02037500	1935-04-22	10300	A
USGS	02037500	1935-04-23	10300	A
USGS	02037500	1935-04-24	9180	A
USGS	02037500	1935-04-25	8300	A
USGS	02037500	1935-04-26	7460	A
USGS	02037500	1935-04-27	6760	A
USGS	02037500	1935-04-28	7010	A
USGS	02037500	1935-04-29	6110	A
USGS	02037500	1935-04-30	6130	A
USGS	02037500	1935-05-01	5660	A
USGS	02037500	1935-05-02	5520	A
USGS	02037500	1935-05-03	5550	A
USGS	02037500	1935-05-04	6260	A
USGS	02037500	1935-05-05	6560	A
USGS	02037500	1935-05-06	5660	A
USGS	02037500	1935-05-07	5450	A
USGS	02037500	1935-05-08	5940	A
USGS	02037500	1935-05-09	5420	A
USGS	02037500	1935-05-10	5900	A
USGS	02037500	1935-05-11	7690	A
USGS	02037500	1935-05-12	7420	A
USGS	02037500	1935-05-13	5900	A
USGS	02037500	1935-05-14	5170	A
USGS	02037500	1935-05-15	5340	A
USGS	02037500	1935-05-16	5240	A
USGS	02037500	1935-05-17	5020	A
USGS	02037500	1935-05-18	4910	A
USGS	02037500	1935-05-19	4620	A
USGS	02037500	1935-05-20	4550	A
USGS	02037500	1935-05-21	4480	A
USGS	02037500	1935-05-22	5620	A
USGS	02037500	1935-05-23	5800	A
USGS	02037500	1935-05-24	5490	A
USGS	02037500	1935-05-25	5580	A
USGS	02037500	1935-05-26	5420	A
USGS	02037500	1935-05-27	4960	A
USGS	02037500	1935-05-28	4920	A
USGS	02037500	1935-05-29	5140	A
USGS	02037500	1935-05-30	4750	A
USGS	02037500	1935-05-31	5330	A
USGS	02037500	1935-06-01	6880	A
USGS	02037500	1935-06-02	5000	A
USGS	02037500	1935-06-03	3920	A
USGS	02037500	1935-06-04	3840	A
USGS	02037500	1935-06-05	9570	A
USGS	02037500	1935-06-06	6160	A
USGS	02037500	1935-06-07	4350	A
USGS	02037500	1935-06-08	3980	A
USGS	02037500	1935-06-09	4680	A
USGS	02037500	1935-06-10	7600	A
USGS	02037500	1935-06-11	8400	A
USGS	02037500	1935-06-12	5670	A
USGS	02037500	1935-06-13	6120	A
USGS	02037500	1935-06-14	6920	A
USGS	02037500	1935-06-15	4480	A
USGS	02037500	1935-06-16	4340	A
USGS	02037500	1935-06-17	3720	A
USGS	02037500	1935-06-18	3640	A
USGS	02037500	1935-06-19	3160	A
USGS	02037500	1935-06-20	3260	A
USGS	02037500	1935-06-21	3270	A
USGS	02037500	1935-06-22	2800	A
USGS	02037500	1935-06-23	2640	A
USGS	02037500	1935-06-24	2820	A
USGS	02037500	1935-06-25	2270	A
USGS	02037500	1935-06-26	2110	A
USGS	02037500	1935-06-27	1800	A
USGS	02037500	1935-06-28	1610	A
USGS	02037500	1935-06-29	1960	A
USGS	02037500	1935-06-30	2930	A
USGS	02037500	1935-07-01	2720	A
USGS	02037500	1935-07-02	3240	A
USGS	02037500	1935-07-03	4120	A
USGS	02037500	1935-07-04	5640	A
USGS	02037500	1935-07-05	3300	A
USGS	02037500	1935-07-06	3200	A
USGS	02037500	1935-07-07	2770	A
USGS	02037500	1935-07-08	2790	A
USGS	02037500	1935-07-09	3410	A
USGS	02037500	1935-07-10	6240	A
USGS	02037500	1935-07-11	4350	A
USGS	02037500	1935-07-12	3580	A
USGS	02037500	1935-07-13	3000	A
USGS	02037500	1935-07-14	5550	A
USGS	02037500	1935-07-15	6170	A
USGS	02037500	1935-07-16	4160	A
USGS	02037500	1935-07-17	4310	A
USGS	02037500	1935-07-18	5290	A
USGS	02037500	1935-07-19	3720	A
USGS	02037500	1935-07-20	2680	A
USGS	02037500	1935-07-21	2700	A
USGS	02037500	1935-07-22	2070	A
USGS	02037500	1935-07-23	1920	A
USGS	02037500	1935-07-24	2180	A
USGS	02037500	1935-07-25	2820	A
USGS	02037500	1935-07-26	2450	A
USGS	02037500	1935-07-27	4140	A
USGS	02037500	1935-07-28	6940	A
USGS	02037500	1935-07-29	4600	A
USGS	02037500	1935-07-30	3320	A
USGS	02037500	1935-07-31	3380	A
USGS	02037500	1935-08-01	2920	A
USGS	02037500	1935-08-02	2280	A
USGS	02037500	1935-08-03	2330	A
USGS	02037500	1935-08-04	2170	A
USGS	02037500	1935-08-05	1940	A
USGS	02037500	1935-08-06	1720	A
USGS	02037500	1935-08-07	1740	A
USGS	02037500	1935-08-08	1860	A
USGS	02037500	1935-08-09	2270	A
USGS	02037500	1935-08-10	2310	A
USGS	02037500	1935-08-11	3660	A
USGS	02037500	1935-08-12	6300	A
USGS	02037500	1935-08-13	4720	A
USGS	02037500	1935-08-14	5260	A
USGS	02037500	1935-08-15	5280	A
USGS	02037500	1935-08-16	3550	A
USGS	02037500	1935-08-17	3000	A
USGS	02037500	1935-08-18	2720	A
USGS	02037500	1935-08-19	3850	A
USGS	02037500	1935-08-20	4100	A
USGS	02037500	1935-08-21	5700	A
USGS	02037500	1935-08-22	6000	A
USGS	02037500	1935-08-23	5230	A
USGS	02037500	1935-08-24	4370	A
USGS	02037500	1935-08-25	4180	A
USGS	02037500	1935-08-26	3230	A
USGS	02037500	1935-08-27	3490	A
USGS	02037500	1935-08-28	2440	A
USGS	02037500	1935-08-29	1790	A
USGS	02037500	1935-08-30	2320	A
USGS	02037500	1935-08-31	2160	A
USGS	02037500	1935-09-01	1760	A
USGS	02037500	1935-09-02	1540	A
USGS	02037500	1935-09-03	1580	A
USGS	02037500	1935-09-04	1780	A
USGS	02037500	1935-09-05	6420	A
USGS	02037500	1935-09-06	63800	A
USGS	02037500	1935-09-07	125000	A
USGS	02037500	1935-09-08	99600	A
USGS	02037500	1935-09-09	30300	A
USGS	02037500	1935-09-10	12500	A
USGS	02037500	1935-09-11	11900	A
USGS	02037500	1935-09-12	9260	A
USGS	02037500	1935-09-13	7550	A
USGS	02037500	1935-09-14	6420	A
USGS	02037500	1935-09-15	6120	A
USGS	02037500	1935-09-16	4590	A
USGS	02037500	1935-09-17	4180	A
USGS	02037500	1935-09-18	3560	A
USGS	02037500	1935-09-19	3500	A
USGS	02037500	1935-09-20	2960	A
USGS	02037500	1935-09-21	2920	A
USGS	02037500	1935-09-22	2960	A
USGS	02037500	1935-09-23	2910	A
USGS	02037500	1935-09-24	2690	A
USGS	02037500	1935-09-25	2430	A
USGS	02037500	1935-09-26	2090	A
USGS	02037500	1935-09-27	1900	A
USGS	02037500	1935-09-28	2070	A
USGS	02037500	1935-09-29	2320	A
USGS	02037500	1935-09-30	2010	A
USGS	02037500	1935-10-01	1960	A
USGS	02037500	1935-10-02	1670	A
USGS	02037500	1935-10-03	1950	A
USGS	02037500	1935-10-04	1560	A
USGS	02037500	1935-10-05	1460	A
USGS	02037500	1935-10-06	1460	A
USGS	02037500	1935-10-07	1410	A
USGS	02037500	1935-10-08	1520	A
USGS	02037500	1935-10-09	1570	A
USGS	02037500	1935-10-10	1540	A
USGS	02037500	1935-10-11	1590	A
USGS	02037500	1935-10-12	1560	A
USGS	02037500	1935-10-13	1500	A
USGS	02037500	1935-10-14	1500	A
USGS	02037500	1935-10-15	1500	A
USGS	02037500	1935-10-16	1400	A
USGS	02037500	1935-10-17	1400	A
USGS	02037500	1935-10-18	1500	A
USGS	02037500	1935-10-19	1400	A
USGS	02037500	1935-10-20	1400	A
USGS	02037500	1935-10-21	1400	A
USGS	02037500	1935-10-22	1400	A
USGS	02037500	1935-10-23	1400	A
USGS	02037500	1935-10-24	1400	A
USGS	02037500	1935-10-25	1340	A
USGS	02037500	1935-10-26	1310	A
USGS	02037500	1935-10-27	1420	A
USGS	02037500	1935-10-28	1220	A
USGS	02037500	1935-10-29	1360	A
USGS	02037500	1935-10-30	3380	A
USGS	02037500	1935-10-31	5850	A
USGS	02037500	1935-11-01	3840	A
USGS	02037500	1935-11-02	2860	A
USGS	02037500	1935-11-03	3440	A
USGS	02037500	1935-11-04	2180	A
USGS	02037500	1935-11-05	1720	A
USGS	02037500	1935-11-06	1980	A
USGS	02037500	1935-11-07	1740	A
USGS	02037500	1935-11-08	1780	A
USGS	02037500	1935-11-09	2600	A
USGS	02037500	1935-11-10	3560	A
USGS	02037500	1935-11-11	2800	A
USGS	02037500	1935-11-12	2680	A
USGS	02037500	1935-11-13	2930	A
USGS	02037500	1935-11-14	5310	A
USGS	02037500	1935-11-15	15300	A
USGS	02037500	1935-11-16	14000	A
USGS	02037500	1935-11-17	10200	A
USGS	02037500	1935-11-18	12300	A
USGS	02037500	1935-11-19	10900	A
USGS	02037500	1935-11-20	8920	A
USGS	02037500	1935-11-21	7230	A
USGS	02037500	1935-11-22	6390	A
USGS	02037500	1935-11-23	5520	A
USGS	02037500	1935-11-24	5040	A
USGS	02037500	1935-11-25	4210	A
USGS	02037500	1935-11-26	4370	A
USGS	02037500	1935-11-27	3780	A
USGS	02037500	1935-11-28	4090	A
USGS	02037500	1935-11-29	5660	A
USGS	02037500	1935-11-30	11400	A
USGS	02037500	1935-12-01	9340	A
USGS	02037500	1935-12-02	9180	A
USGS	02037500	1935-12-03	7500	A
USGS	02037500	1935-12-04	6720	A
USGS	02037500	1935-12-05	5540	A
USGS	02037500	1935-12-06	4680	A
USGS	02037500	1935-12-07	4540	A
USGS	02037500	1935-12-08	4100	A
USGS	02037500	1935-12-09	3870	A
USGS	02037500	1935-12-10	4170	A
USGS	02037500	1935-12-11	3830	A
USGS	02037500	1935-12-12	4590	A
USGS	02037500	1935-12-13	5460	A
USGS	02037500	1935-12-14	9780	A
USGS	02037500	1935-12-15	20500	A
USGS	02037500	1935-12-16	22600	A
USGS	02037500	1935-12-17	19000	A
USGS	02037500	1935-12-18	14800	A
USGS	02037500	1935-12-19	12300	A
USGS	02037500	1935-12-20	10400	A
USGS	02037500	1935-12-21	8970	A
USGS	02037500	1935-12-22	7400	A
USGS	02037500	1935-12-23	6140	A
USGS	02037500	1935-12-24	5480	A
USGS	02037500	1935-12-25	5100	A
USGS	02037500	1935-12-26	4580	A
USGS	02037500	1935-12-27	4180	A
USGS	02037500	1935-12-28	3110	A
USGS	02037500	1935-12-29	4180	A
USGS	02037500	1935-12-30	3500	A
USGS	02037500	1935-12-31	4000	A
USGS	02037500	1936-01-01	5000	A
USGS	02037500	1936-01-02	6000	A
USGS	02037500	1936-01-03	30400	A
USGS	02037500	1936-01-04	71900	A
USGS	02037500	1936-01-05	69600	A
USGS	02037500	1936-01-06	41300	A
USGS	02037500	1936-01-07	33400	A
USGS	02037500	1936-01-08	29600	A
USGS	02037500	1936-01-09	28900	A
USGS	02037500	1936-01-10	38900	A
USGS	02037500	1936-01-11	38200	A
USGS	02037500	1936-01-12	32100	A
USGS	02037500	1936-01-13	22600	A
USGS	02037500	1936-01-14	17500	A
USGS	02037500	1936-01-15	15300	A
USGS	02037500	1936-01-16	16200	A
USGS	02037500	1936-01-17	15700	A
USGS	02037500	1936-01-18	15700	A
USGS	02037500	1936-01-19	28600	A
USGS	02037500	1936-01-20	66200	A
USGS	02037500	1936-01-21	70900	A
USGS	02037500	1936-01-22	39800	A
USGS	02037500	1936-01-23	23400	A
USGS	02037500	1936-01-24	19000	A
USGS	02037500	1936-01-25	14000	A
USGS	02037500	1936-01-26	12000	A
USGS	02037500	1936-01-27	11000	A
USGS	02037500	1936-01-28	10000	A
USGS	02037500	1936-01-29	8800	A
USGS	02037500	1936-01-30	7900	A
USGS	02037500	1936-01-31	7400	A
USGS	02037500	1936-02-01	7000	A
USGS	02037500	1936-02-02	6500	A
USGS	02037500	1936-02-03	6100	A
USGS	02037500	1936-02-04	6300	A
USGS	02037500	1936-02-05	8600	A
USGS	02037500	1936-02-06	10000	A
USGS	02037500	1936-02-07	7800	A
USGS	02037500	1936-02-08	6200	A
USGS	02037500	1936-02-09	6300	A
USGS	02037500	1936-02-10	6800	A
USGS	02037500	1936-02-11	6900	A
USGS	02037500	1936-02-12	6400	A
USGS	02037500	1936-02-13	6000	A
USGS	02037500	1936-02-14	12600	A
USGS	02037500	1936-02-15	41600	A
USGS	02037500	1936-02-16	56300	A
USGS	02037500	1936-02-17	55900	A
USGS	02037500	1936-02-18	38200	A
USGS	02037500	1936-02-19	34900	A
USGS	02037500	1936-02-20	31900	A
USGS	02037500	1936-02-21	24000	A
USGS	02037500	1936-02-22	18000	A
USGS	02037500	1936-02-23	14600	A
USGS	02037500	1936-02-24	12600	A
USGS	02037500	1936-02-25	11700	A
USGS	02037500	1936-02-26	12100	A
USGS	02037500	1936-02-27	13300	A
USGS	02037500	1936-02-28	16000	A
USGS	02037500	1936-02-29	19400	A
USGS	02037500	1936-03-01	17700	A
USGS	02037500	1936-03-02	14100	A
USGS	02037500	1936-03-03	12100	A
USGS	02037500	1936-03-04	10900	A
USGS	02037500	1936-03-05	10000	A
USGS	02037500	1936-03-06	9390	A
USGS	02037500	1936-03-07	8920	A
USGS	02037500	1936-03-08	8050	A
USGS	02037500	1936-03-09	7910	A
USGS	02037500	1936-03-10	7460	A
USGS	02037500	1936-03-11	8180	A
USGS	02037500	1936-03-12	12500	A
USGS	02037500	1936-03-13	16900	A
USGS	02037500	1936-03-14	15100	A
USGS	02037500	1936-03-15	12700	A
USGS	02037500	1936-03-16	11400	A
USGS	02037500	1936-03-17	10600	A
USGS	02037500	1936-03-18	55100	A
USGS	02037500	1936-03-19	135000	A
USGS	02037500	1936-03-20	136000	A
USGS	02037500	1936-03-21	66900	A
USGS	02037500	1936-03-22	41700	A
USGS	02037500	1936-03-23	40300	A
USGS	02037500	1936-03-24	28600	A
USGS	02037500	1936-03-25	23600	A
USGS	02037500	1936-03-26	21300	A
USGS	02037500	1936-03-27	19800	A
USGS	02037500	1936-03-28	20100	A
USGS	02037500	1936-03-29	23100	A
USGS	02037500	1936-03-30	23100	A
USGS	02037500	1936-03-31	19900	A
USGS	02037500	1936-04-01	16800	A
USGS	02037500	1936-04-02	14900	A
USGS	02037500	1936-04-03	16000	A
USGS	02037500	1936-04-04	17100	A
USGS	02037500	1936-04-05	17100	A
USGS	02037500	1936-04-06	14900	A
USGS	02037500	1936-04-07	25900	A
USGS	02037500	1936-04-08	32900	A
USGS	02037500	1936-04-09	30600	A
USGS	02037500	1936-04-10	24000	A
USGS	02037500	1936-04-11	25300	A
USGS	02037500	1936-04-12	25800	A
USGS	02037500	1936-04-13	22200	A
USGS	02037500	1936-04-14	18900	A
USGS	02037500	1936-04-15	16400	A
USGS	02037500	1936-04-16	14500	A
USGS	02037500	1936-04-17	13300	A
USGS	02037500	1936-04-18	11900	A
USGS	02037500	1936-04-19	11000	A
USGS	02037500	1936-04-20	10300	A
USGS	02037500	1936-04-21	9240	A
USGS	02037500	1936-04-22	8780	A
USGS	02037500	1936-04-23	9000	A
USGS	02037500	1936-04-24	8400	A
USGS	02037500	1936-04-25	7900	A
USGS	02037500	1936-04-26	7220	A
USGS	02037500	1936-04-27	7110	A
USGS	02037500	1936-04-28	6820	A
USGS	02037500	1936-04-29	6490	A
USGS	02037500	1936-04-30	5990	A
USGS	02037500	1936-05-01	5920	A
USGS	02037500	1936-05-02	5650	A
USGS	02037500	1936-05-03	5380	A
USGS	02037500	1936-05-04	5810	A
USGS	02037500	1936-05-05	6290	A
USGS	02037500	1936-05-06	6410	A
USGS	02037500	1936-05-07	5950	A
USGS	02037500	1936-05-08	5460	A
USGS	02037500	1936-05-09	5080	A
USGS	02037500	1936-05-10	4860	A
USGS	02037500	1936-05-11	4680	A
USGS	02037500	1936-05-12	4520	A
USGS	02037500	1936-05-13	4200	A
USGS	02037500	1936-05-14	5960	A
USGS	02037500	1936-05-15	6020	A
USGS	02037500	1936-05-16	5460	A
USGS	02037500	1936-05-17	5250	A
USGS	02037500	1936-05-18	4360	A
USGS	02037500	1936-05-19	4260	A
USGS	02037500	1936-05-20	3880	A
USGS	02037500	1936-05-21	4080	A
USGS	02037500	1936-05-22	3620	A
USGS	02037500	1936-05-23	3580	A
USGS	02037500	1936-05-24	3700	A
USGS	02037500	1936-05-25	3400	A
USGS	02037500	1936-05-26	3060	A
USGS	02037500	1936-05-27	2690	A
USGS	02037500	1936-05-28	2880	A
USGS	02037500	1936-05-29	2590	A
USGS	02037500	1936-05-30	2600	A
USGS	02037500	1936-05-31	2600	A
USGS	02037500	1936-06-01	2220	A
USGS	02037500	1936-06-02	2120	A
USGS	02037500	1936-06-03	2080	A
USGS	02037500	1936-06-04	2350	A
USGS	02037500	1936-06-05	2360	A
USGS	02037500	1936-06-06	2120	A
USGS	02037500	1936-06-07	2300	A
USGS	02037500	1936-06-08	2370	A
USGS	02037500	1936-06-09	2870	A
USGS	02037500	1936-06-10	3370	A
USGS	02037500	1936-06-11	2980	A
USGS	02037500	1936-06-12	2620	A
USGS	02037500	1936-06-13	2540	A
USGS	02037500	1936-06-14	5700	A
USGS	02037500	1936-06-15	5590	A
USGS	02037500	1936-06-16	3690	A
USGS	02037500	1936-06-17	2670	A
USGS	02037500	1936-06-18	2720	A
USGS	02037500	1936-06-19	2140	A
USGS	02037500	1936-06-20	2820	A
USGS	02037500	1936-06-21	3710	A
USGS	02037500	1936-06-22	2970	A
USGS	02037500	1936-06-23	2630	A
USGS	02037500	1936-06-24	2420	A
USGS	02037500	1936-06-25	2180	A
USGS	02037500	1936-06-26	2400	A
USGS	02037500	1936-06-27	2110	A
USGS	02037500	1936-06-28	1670	A
USGS	02037500	1936-06-29	1760	A
USGS	02037500	1936-06-30	1530	A
USGS	02037500	1936-07-01	1570	A
USGS	02037500	1936-07-02	1540	A
USGS	02037500	1936-07-03	1720	A
USGS	02037500	1936-07-04	1900	A
USGS	02037500	1936-07-05	1740	A
USGS	02037500	1936-07-06	1860	A
