# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-03-07 13:11:13 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01646500 POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01646500
#            TS   parameter     statistic     Description
#         68478       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	68478_00060_00003	68478_00060_00003_cd
USGS	01646500	1930-05-20	3560	A
USGS	01646500	1930-05-21	3710	A
USGS	01646500	1930-05-22	3530	A
USGS	01646500	1930-05-23	3290	A
USGS	01646500	1930-05-24	3320	A
USGS	01646500	1930-05-25	3260	A
USGS	01646500	1930-05-26	3120	A
USGS	01646500	1930-05-27	2940	A
USGS	01646500	1930-05-28	2660	A
USGS	01646500	1930-05-29	2580	A
USGS	01646500	1930-05-30	2660	A
USGS	01646500	1930-05-31	2420	A
USGS	01646500	1930-06-01	2370	A
USGS	01646500	1930-06-02	2210	A
USGS	01646500	1930-06-03	2020	A
USGS	01646500	1930-06-04	1990	A
USGS	01646500	1930-06-05	1970	A
USGS	01646500	1930-06-06	1740	A
USGS	01646500	1930-06-07	1740	A
USGS	01646500	1930-06-08	2610	A
USGS	01646500	1930-06-09	2500	A
USGS	01646500	1930-06-10	2320	A
USGS	01646500	1930-06-11	2420	A
USGS	01646500	1930-06-12	2390	A
USGS	01646500	1930-06-13	2240	A
USGS	01646500	1930-06-14	4520	A
USGS	01646500	1930-06-15	4860	A
USGS	01646500	1930-06-16	3860	A
USGS	01646500	1930-06-17	3650	A
USGS	01646500	1930-06-18	3680	A
USGS	01646500	1930-06-19	3860	A
USGS	01646500	1930-06-20	4680	A
USGS	01646500	1930-06-21	3860	A
USGS	01646500	1930-06-22	3320	A
USGS	01646500	1930-06-23	3090	A
USGS	01646500	1930-06-24	2610	A
USGS	01646500	1930-06-25	2660	A
USGS	01646500	1930-06-26	2720	A
USGS	01646500	1930-06-27	2800	A
USGS	01646500	1930-06-28	2770	A
USGS	01646500	1930-06-29	2660	A
USGS	01646500	1930-06-30	1900	A
USGS	01646500	1930-07-01	1900	A
USGS	01646500	1930-07-02	2370	A
USGS	01646500	1930-07-03	2580	A
USGS	01646500	1930-07-04	2830	A
USGS	01646500	1930-07-05	2040	A
USGS	01646500	1930-07-06	1830	A
USGS	01646500	1930-07-07	1830	A
USGS	01646500	1930-07-08	1540	A
USGS	01646500	1930-07-09	1490	A
USGS	01646500	1930-07-10	1600	A
USGS	01646500	1930-07-11	1450	A
USGS	01646500	1930-07-12	1280	A
USGS	01646500	1930-07-13	1260	A
USGS	01646500	1930-07-14	1220	A
USGS	01646500	1930-07-15	1160	A
USGS	01646500	1930-07-16	1010	A
USGS	01646500	1930-07-17	952	A
USGS	01646500	1930-07-18	952	A
USGS	01646500	1930-07-19	970	A
USGS	01646500	1930-07-20	934	A
USGS	01646500	1930-07-21	880	A
USGS	01646500	1930-07-22	768	A
USGS	01646500	1930-07-23	768	A
USGS	01646500	1930-07-24	1120	A
USGS	01646500	1930-07-25	898	A
USGS	01646500	1930-07-26	709	A
USGS	01646500	1930-07-27	632	A
USGS	01646500	1930-07-28	768	A
USGS	01646500	1930-07-29	736	A
USGS	01646500	1930-07-30	709	A
USGS	01646500	1930-07-31	632	A
USGS	01646500	1930-08-01	602	A
USGS	01646500	1930-08-02	594	A
USGS	01646500	1930-08-03	570	A
USGS	01646500	1930-08-04	594	A
USGS	01646500	1930-08-05	621	A
USGS	01646500	1930-08-06	632	A
USGS	01646500	1930-08-07	594	A
USGS	01646500	1930-08-08	654	A
USGS	01646500	1930-08-09	698	A
USGS	01646500	1930-08-10	610	A
USGS	01646500	1930-08-11	610	A
USGS	01646500	1930-08-12	610	A
USGS	01646500	1930-08-13	578	A
USGS	01646500	1930-08-14	562	A
USGS	01646500	1930-08-15	562	A
USGS	01646500	1930-08-16	516	A
USGS	01646500	1930-08-17	495	A
USGS	01646500	1930-08-18	481	A
USGS	01646500	1930-08-19	554	A
USGS	01646500	1930-08-20	594	A
USGS	01646500	1930-08-21	546	A
USGS	01646500	1930-08-22	509	A
USGS	01646500	1930-08-23	495	A
USGS	01646500	1930-08-24	474	A
USGS	01646500	1930-08-25	448	A
USGS	01646500	1930-08-26	502	A
USGS	01646500	1930-08-27	516	A
USGS	01646500	1930-08-28	621	A
USGS	01646500	1930-08-29	632	A
USGS	01646500	1930-08-30	602	A
USGS	01646500	1930-08-31	578	A
USGS	01646500	1930-09-01	665	A
USGS	01646500	1930-09-02	594	A
USGS	01646500	1930-09-03	665	A
USGS	01646500	1930-09-04	654	A
USGS	01646500	1930-09-05	594	A
USGS	01646500	1930-09-06	578	A
USGS	01646500	1930-09-07	562	A
USGS	01646500	1930-09-08	546	A
USGS	01646500	1930-09-09	578	A
USGS	01646500	1930-09-10	752	A
USGS	01646500	1930-09-11	1020	A
USGS	01646500	1930-09-12	736	A
USGS	01646500	1930-09-13	632	A
USGS	01646500	1930-09-14	654	A
USGS	01646500	1930-09-15	832	A
USGS	01646500	1930-09-16	784	A
USGS	01646500	1930-09-17	832	A
USGS	01646500	1930-09-18	832	A
USGS	01646500	1930-09-19	736	A
USGS	01646500	1930-09-20	676	A
USGS	01646500	1930-09-21	621	A
USGS	01646500	1930-09-22	602	A
USGS	01646500	1930-09-23	621	A
USGS	01646500	1930-09-24	643	A
USGS	01646500	1930-09-25	676	A
USGS	01646500	1930-09-26	709	A
USGS	01646500	1930-09-27	698	A
USGS	01646500	1930-09-28	594	A
USGS	01646500	1930-09-29	676	A
USGS	01646500	1930-09-30	602	A
USGS	01646500	1930-10-01	632	A
USGS	01646500	1930-10-02	632	A
USGS	01646500	1930-10-03	602	A
USGS	01646500	1930-10-04	621	A
USGS	01646500	1930-10-05	594	A
USGS	01646500	1930-10-06	523	A
USGS	01646500	1930-10-07	488	A
USGS	01646500	1930-10-08	554	A
USGS	01646500	1930-10-09	530	A
USGS	01646500	1930-10-10	516	A
USGS	01646500	1930-10-11	546	A
USGS	01646500	1930-10-12	516	A
USGS	01646500	1930-10-13	586	A
USGS	01646500	1930-10-14	538	A
USGS	01646500	1930-10-15	530	A
USGS	01646500	1930-10-16	530	A
USGS	01646500	1930-10-17	495	A
USGS	01646500	1930-10-18	562	A
USGS	01646500	1930-10-19	546	A
USGS	01646500	1930-10-20	698	A
USGS	01646500	1930-10-21	643	A
USGS	01646500	1930-10-22	687	A
USGS	01646500	1930-10-23	709	A
USGS	01646500	1930-10-24	698	A
USGS	01646500	1930-10-25	736	A
USGS	01646500	1930-10-26	643	A
USGS	01646500	1930-10-27	488	A
USGS	01646500	1930-10-28	516	A
USGS	01646500	1930-10-29	562	A
USGS	01646500	1930-10-30	562	A
USGS	01646500	1930-10-31	594	A
USGS	01646500	1930-11-01	523	A
USGS	01646500	1930-11-02	481	A
USGS	01646500	1930-11-03	530	A
USGS	01646500	1930-11-04	610	A
USGS	01646500	1930-11-05	709	A
USGS	01646500	1930-11-06	720	A
USGS	01646500	1930-11-07	594	A
USGS	01646500	1930-11-08	594	A
USGS	01646500	1930-11-09	676	A
USGS	01646500	1930-11-10	698	A
USGS	01646500	1930-11-11	610	A
USGS	01646500	1930-11-12	698	A
USGS	01646500	1930-11-13	698	A
USGS	01646500	1930-11-14	665	A
USGS	01646500	1930-11-15	610	A
USGS	01646500	1930-11-16	676	A
USGS	01646500	1930-11-17	784	A
USGS	01646500	1930-11-18	768	A
USGS	01646500	1930-11-19	1010	A
USGS	01646500	1930-11-20	1360	A
USGS	01646500	1930-11-21	880	A
USGS	01646500	1930-11-22	709	A
USGS	01646500	1930-11-23	768	A
USGS	01646500	1930-11-24	709	A
USGS	01646500	1930-11-25	736	A
USGS	01646500	1930-11-26	610	A
USGS	01646500	1930-11-27	988	A
USGS	01646500	1930-11-28	546	A
USGS	01646500	1930-11-29	467	A
USGS	01646500	1930-11-30	562	A
USGS	01646500	1930-12-01	1040	A
USGS	01646500	1930-12-02	829	A
USGS	01646500	1930-12-03	632	A
USGS	01646500	1930-12-04	698	A
USGS	01646500	1930-12-05	1140	A
USGS	01646500	1930-12-06	1120	A
USGS	01646500	1930-12-07	1020	A
USGS	01646500	1930-12-08	988	A
USGS	01646500	1930-12-09	848	A
USGS	01646500	1930-12-10	1100	A
USGS	01646500	1930-12-11	1280	A
USGS	01646500	1930-12-12	1180	A
USGS	01646500	1930-12-13	1490	A
USGS	01646500	1930-12-14	1830	A
USGS	01646500	1930-12-15	2020	A
USGS	01646500	1930-12-16	1830	A
USGS	01646500	1930-12-17	986	A
USGS	01646500	1930-12-18	665	A
USGS	01646500	1930-12-19	1540	A
USGS	01646500	1930-12-20	1450	A
USGS	01646500	1930-12-21	1080	A
USGS	01646500	1930-12-22	1340	A
USGS	01646500	1930-12-23	1020	A
USGS	01646500	1930-12-24	979	A
USGS	01646500	1930-12-25	860	A
USGS	01646500	1930-12-26	1340	A
USGS	01646500	1930-12-27	3680	A
USGS	01646500	1930-12-28	8300	A
USGS	01646500	1930-12-29	5420	A
USGS	01646500	1930-12-30	3500	A
USGS	01646500	1930-12-31	2320	A
USGS	01646500	1931-01-01	2110	A
USGS	01646500	1931-01-02	2800	A
USGS	01646500	1931-01-03	2610	A
USGS	01646500	1931-01-04	2210	A
USGS	01646500	1931-01-05	2240	A
USGS	01646500	1931-01-06	3770	A
USGS	01646500	1931-01-07	5820	A
USGS	01646500	1931-01-08	4180	A
USGS	01646500	1931-01-09	4340	A
USGS	01646500	1931-01-10	4510	A
USGS	01646500	1931-01-11	5040	A
USGS	01646500	1931-01-12	4340	A
USGS	01646500	1931-01-13	3620	A
USGS	01646500	1931-01-14	3170	A
USGS	01646500	1931-01-15	2970	A
USGS	01646500	1931-01-16	3170	A
USGS	01646500	1931-01-17	2750	A
USGS	01646500	1931-01-18	2470	A
USGS	01646500	1931-01-19	2560	A
USGS	01646500	1931-01-20	3380	A
USGS	01646500	1931-01-21	3590	A
USGS	01646500	1931-01-22	2390	A
USGS	01646500	1931-01-23	1760	A
USGS	01646500	1931-01-24	2110	A
USGS	01646500	1931-01-25	2110	A
USGS	01646500	1931-01-26	1940	A
USGS	01646500	1931-01-27	1850	A
USGS	01646500	1931-01-28	1850	A
USGS	01646500	1931-01-29	1970	A
USGS	01646500	1931-01-30	2040	A
USGS	01646500	1931-01-31	3470	A
USGS	01646500	1931-02-01	4340	A
USGS	01646500	1931-02-02	3620	A
USGS	01646500	1931-02-03	3200	A
USGS	01646500	1931-02-04	2800	A
USGS	01646500	1931-02-05	2530	A
USGS	01646500	1931-02-06	2320	A
USGS	01646500	1931-02-07	2240	A
USGS	01646500	1931-02-08	1800	A
USGS	01646500	1931-02-09	1900	A
USGS	01646500	1931-02-10	2160	A
USGS	01646500	1931-02-11	2690	A
USGS	01646500	1931-02-12	2940	A
USGS	01646500	1931-02-13	4770	A
USGS	01646500	1931-02-14	5820	A
USGS	01646500	1931-02-15	4680	A
USGS	01646500	1931-02-16	4340	A
USGS	01646500	1931-02-17	3800	A
USGS	01646500	1931-02-18	3830	A
USGS	01646500	1931-02-19	3770	A
USGS	01646500	1931-02-20	3680	A
USGS	01646500	1931-02-21	3830	A
USGS	01646500	1931-02-22	4680	A
USGS	01646500	1931-02-23	5420	A
USGS	01646500	1931-02-24	5230	A
USGS	01646500	1931-02-25	4860	A
USGS	01646500	1931-02-26	4340	A
USGS	01646500	1931-02-27	3830	A
USGS	01646500	1931-02-28	3380	A
USGS	01646500	1931-03-01	3200	A
USGS	01646500	1931-03-02	3470	A
USGS	01646500	1931-03-03	3710	A
USGS	01646500	1931-03-04	5360	A
USGS	01646500	1931-03-05	7090	A
USGS	01646500	1931-03-06	6020	A
USGS	01646500	1931-03-07	5420	A
USGS	01646500	1931-03-08	5230	A
USGS	01646500	1931-03-09	6090	A
USGS	01646500	1931-03-10	7560	A
USGS	01646500	1931-03-11	7090	A
USGS	01646500	1931-03-12	6020	A
USGS	01646500	1931-03-13	5820	A
USGS	01646500	1931-03-14	5230	A
USGS	01646500	1931-03-15	4680	A
USGS	01646500	1931-03-16	4020	A
USGS	01646500	1931-03-17	3860	A
USGS	01646500	1931-03-18	4020	A
USGS	01646500	1931-03-19	4020	A
USGS	01646500	1931-03-20	5040	A
USGS	01646500	1931-03-21	5040	A
USGS	01646500	1931-03-22	4860	A
USGS	01646500	1931-03-23	4680	A
USGS	01646500	1931-03-24	4860	A
USGS	01646500	1931-03-25	4860	A
USGS	01646500	1931-03-26	4680	A
USGS	01646500	1931-03-27	5040	A
USGS	01646500	1931-03-28	5040	A
USGS	01646500	1931-03-29	9340	A
USGS	01646500	1931-03-30	23700	A
USGS	01646500	1931-03-31	26600	A
USGS	01646500	1931-04-01	23500	A
USGS	01646500	1931-04-02	30700	A
USGS	01646500	1931-04-03	36100	A
USGS	01646500	1931-04-04	28900	A
USGS	01646500	1931-04-05	21000	A
USGS	01646500	1931-04-06	20200	A
USGS	01646500	1931-04-07	23500	A
USGS	01646500	1931-04-08	22600	A
USGS	01646500	1931-04-09	22600	A
USGS	01646500	1931-04-10	20200	A
USGS	01646500	1931-04-11	19400	A
USGS	01646500	1931-04-12	19800	A
USGS	01646500	1931-04-13	17000	A
USGS	01646500	1931-04-14	14200	A
USGS	01646500	1931-04-15	11400	A
USGS	01646500	1931-04-16	9680	A
USGS	01646500	1931-04-17	8550	A
USGS	01646500	1931-04-18	7560	A
USGS	01646500	1931-04-19	6860	A
USGS	01646500	1931-04-20	6220	A
USGS	01646500	1931-04-21	5620	A
USGS	01646500	1931-04-22	5230	A
USGS	01646500	1931-04-23	7220	A
USGS	01646500	1931-04-24	9280	A
USGS	01646500	1931-04-25	15000	A
USGS	01646500	1931-04-26	15000	A
USGS	01646500	1931-04-27	13400	A
USGS	01646500	1931-04-28	12800	A
USGS	01646500	1931-04-29	12400	A
USGS	01646500	1931-04-30	11400	A
USGS	01646500	1931-05-01	9680	A
USGS	01646500	1931-05-02	8300	A
USGS	01646500	1931-05-03	7560	A
USGS	01646500	1931-05-04	6640	A
USGS	01646500	1931-05-05	6220	A
USGS	01646500	1931-05-06	5620	A
USGS	01646500	1931-05-07	5230	A
USGS	01646500	1931-05-08	5230	A
USGS	01646500	1931-05-09	8550	A
USGS	01646500	1931-05-10	19000	A
USGS	01646500	1931-05-11	17800	A
USGS	01646500	1931-05-12	13800	A
USGS	01646500	1931-05-13	11400	A
USGS	01646500	1931-05-14	11100	A
USGS	01646500	1931-05-15	28000	A
USGS	01646500	1931-05-16	28900	A
USGS	01646500	1931-05-17	21000	A
USGS	01646500	1931-05-18	16600	A
USGS	01646500	1931-05-19	12800	A
USGS	01646500	1931-05-20	10800	A
USGS	01646500	1931-05-21	9680	A
USGS	01646500	1931-05-22	11700	A
USGS	01646500	1931-05-23	21000	A
USGS	01646500	1931-05-24	29800	A
USGS	01646500	1931-05-25	31600	A
USGS	01646500	1931-05-26	23500	A
USGS	01646500	1931-05-27	18600	A
USGS	01646500	1931-05-28	15000	A
USGS	01646500	1931-05-29	12000	A
USGS	01646500	1931-05-30	9900	A
USGS	01646500	1931-05-31	8550	A
USGS	01646500	1931-06-01	9350	A
USGS	01646500	1931-06-02	10500	A
USGS	01646500	1931-06-03	11100	A
USGS	01646500	1931-06-04	10200	A
USGS	01646500	1931-06-05	9080	A
USGS	01646500	1931-06-06	7800	A
USGS	01646500	1931-06-07	6640	A
USGS	01646500	1931-06-08	6860	A
USGS	01646500	1931-06-09	6860	A
USGS	01646500	1931-06-10	6020	A
USGS	01646500	1931-06-11	5820	A
USGS	01646500	1931-06-12	5420	A
USGS	01646500	1931-06-13	4860	A
USGS	01646500	1931-06-14	4340	A
USGS	01646500	1931-06-15	3830	A
USGS	01646500	1931-06-16	5230	A
USGS	01646500	1931-06-17	4860	A
USGS	01646500	1931-06-18	9080	A
USGS	01646500	1931-06-19	10800	A
USGS	01646500	1931-06-20	7800	A
USGS	01646500	1931-06-21	6020	A
USGS	01646500	1931-06-22	4510	A
USGS	01646500	1931-06-23	4340	A
USGS	01646500	1931-06-24	5620	A
USGS	01646500	1931-06-25	4180	A
USGS	01646500	1931-06-26	4180	A
USGS	01646500	1931-06-27	6020	A
USGS	01646500	1931-06-28	6020	A
USGS	01646500	1931-06-29	4680	A
USGS	01646500	1931-06-30	3710	A
USGS	01646500	1931-07-01	3650	A
USGS	01646500	1931-07-02	6430	A
USGS	01646500	1931-07-03	5040	A
USGS	01646500	1931-07-04	3260	A
USGS	01646500	1931-07-05	2750	A
USGS	01646500	1931-07-06	4340	A
USGS	01646500	1931-07-07	5620	A
USGS	01646500	1931-07-08	5620	A
USGS	01646500	1931-07-09	6020	A
USGS	01646500	1931-07-10	6220	A
USGS	01646500	1931-07-11	6430	A
USGS	01646500	1931-07-12	9350	A
USGS	01646500	1931-07-13	10800	A
USGS	01646500	1931-07-14	7800	A
USGS	01646500	1931-07-15	6220	A
USGS	01646500	1931-07-16	5230	A
USGS	01646500	1931-07-17	4510	A
USGS	01646500	1931-07-18	6020	A
USGS	01646500	1931-07-19	8800	A
USGS	01646500	1931-07-20	9680	A
USGS	01646500	1931-07-21	9680	A
USGS	01646500	1931-07-22	8300	A
USGS	01646500	1931-07-23	8300	A
USGS	01646500	1931-07-24	9350	A
USGS	01646500	1931-07-25	7800	A
USGS	01646500	1931-07-26	6430	A
USGS	01646500	1931-07-27	7090	A
USGS	01646500	1931-07-28	5420	A
USGS	01646500	1931-07-29	4340	A
USGS	01646500	1931-07-30	4020	A
USGS	01646500	1931-07-31	3530	A
USGS	01646500	1931-08-01	3260	A
USGS	01646500	1931-08-02	2910	A
USGS	01646500	1931-08-03	2640	A
USGS	01646500	1931-08-04	2830	A
USGS	01646500	1931-08-05	3260	A
USGS	01646500	1931-08-06	3770	A
USGS	01646500	1931-08-07	3260	A
USGS	01646500	1931-08-08	3140	A
USGS	01646500	1931-08-09	3350	A
USGS	01646500	1931-08-10	3860	A
USGS	01646500	1931-08-11	6640	A
USGS	01646500	1931-08-12	6430	A
USGS	01646500	1931-08-13	4510	A
USGS	01646500	1931-08-14	3620	A
USGS	01646500	1931-08-15	2910	A
USGS	01646500	1931-08-16	2500	A
USGS	01646500	1931-08-17	2290	A
USGS	01646500	1931-08-18	2090	A
USGS	01646500	1931-08-19	2160	A
USGS	01646500	1931-08-20	2090	A
USGS	01646500	1931-08-21	2060	A
USGS	01646500	1931-08-22	2420	A
USGS	01646500	1931-08-23	2890	A
USGS	01646500	1931-08-24	2640	A
USGS	01646500	1931-08-25	7620	A
USGS	01646500	1931-08-26	13800	A
USGS	01646500	1931-08-27	10200	A
USGS	01646500	1931-08-28	7800	A
USGS	01646500	1931-08-29	6220	A
USGS	01646500	1931-08-30	8300	A
USGS	01646500	1931-08-31	6430	A
USGS	01646500	1931-09-01	5230	A
USGS	01646500	1931-09-02	4340	A
USGS	01646500	1931-09-03	4020	A
USGS	01646500	1931-09-04	3800	A
USGS	01646500	1931-09-05	4510	A
USGS	01646500	1931-09-06	3650	A
USGS	01646500	1931-09-07	3230	A
USGS	01646500	1931-09-08	3380	A
USGS	01646500	1931-09-09	2830	A
USGS	01646500	1931-09-10	2110	A
USGS	01646500	1931-09-11	1850	A
USGS	01646500	1931-09-12	1780	A
USGS	01646500	1931-09-13	1740	A
USGS	01646500	1931-09-14	1670	A
USGS	01646500	1931-09-15	1690	A
USGS	01646500	1931-09-16	1710	A
USGS	01646500	1931-09-17	1620	A
USGS	01646500	1931-09-18	2190	A
USGS	01646500	1931-09-19	1850	A
USGS	01646500	1931-09-20	1650	A
USGS	01646500	1931-09-21	1180	A
USGS	01646500	1931-09-22	1160	A
USGS	01646500	1931-09-23	1470	A
USGS	01646500	1931-09-24	2110	A
USGS	01646500	1931-09-25	2560	A
USGS	01646500	1931-09-26	2090	A
USGS	01646500	1931-09-27	2370	A
USGS	01646500	1931-09-28	2690	A
USGS	01646500	1931-09-29	2890	A
USGS	01646500	1931-09-30	2860	A
USGS	01646500	1931-10-01	3150	A
USGS	01646500	1931-10-02	2570	A
USGS	01646500	1931-10-03	2650	A
USGS	01646500	1931-10-04	2470	A
USGS	01646500	1931-10-05	2190	A
USGS	01646500	1931-10-06	2020	A
USGS	01646500	1931-10-07	1600	A
USGS	01646500	1931-10-08	1620	A
USGS	01646500	1931-10-09	1580	A
USGS	01646500	1931-10-10	1540	A
USGS	01646500	1931-10-11	1640	A
USGS	01646500	1931-10-12	1340	A
USGS	01646500	1931-10-13	1060	A
USGS	01646500	1931-10-14	1040	A
USGS	01646500	1931-10-15	1130	A
USGS	01646500	1931-10-16	1170	A
USGS	01646500	1931-10-17	1200	A
USGS	01646500	1931-10-18	1100	A
USGS	01646500	1931-10-19	992	A
USGS	01646500	1931-10-20	1030	A
USGS	01646500	1931-10-21	924	A
USGS	01646500	1931-10-22	992	A
USGS	01646500	1931-10-23	924	A
USGS	01646500	1931-10-24	755	A
USGS	01646500	1931-10-25	770	A
USGS	01646500	1931-10-26	907	A
USGS	01646500	1931-10-27	755	A
USGS	01646500	1931-10-28	815	A
USGS	01646500	1931-10-29	1110	A
USGS	01646500	1931-10-30	1340	A
USGS	01646500	1931-10-31	1010	A
USGS	01646500	1931-11-01	1060	A
USGS	01646500	1931-11-02	1010	A
USGS	01646500	1931-11-03	845	A
USGS	01646500	1931-11-04	907	A
USGS	01646500	1931-11-05	1060	A
USGS	01646500	1931-11-06	1110	A
USGS	01646500	1931-11-07	875	A
USGS	01646500	1931-11-08	800	A
USGS	01646500	1931-11-09	830	A
USGS	01646500	1931-11-10	770	A
USGS	01646500	1931-11-11	770	A
USGS	01646500	1931-11-12	815	A
USGS	01646500	1931-11-13	924	A
USGS	01646500	1931-11-14	875	A
USGS	01646500	1931-11-15	875	A
USGS	01646500	1931-11-16	924	A
USGS	01646500	1931-11-17	815	A
USGS	01646500	1931-11-18	875	A
USGS	01646500	1931-11-19	875	A
USGS	01646500	1931-11-20	830	A
USGS	01646500	1931-11-21	815	A
USGS	01646500	1931-11-22	1240	A
USGS	01646500	1931-11-23	1170	A
USGS	01646500	1931-11-24	875	A
USGS	01646500	1931-11-25	1060	A
USGS	01646500	1931-11-26	1060	A
USGS	01646500	1931-11-27	1010	A
USGS	01646500	1931-11-28	975	A
USGS	01646500	1931-11-29	992	A
USGS	01646500	1931-11-30	1100	A
USGS	01646500	1931-12-01	1030	A
USGS	01646500	1931-12-02	1150	A
USGS	01646500	1931-12-03	1190	A
USGS	01646500	1931-12-04	1130	A
USGS	01646500	1931-12-05	1130	A
USGS	01646500	1931-12-06	1100	A
USGS	01646500	1931-12-07	1170	A
USGS	01646500	1931-12-08	1080	A
USGS	01646500	1931-12-09	1390	A
USGS	01646500	1931-12-10	1770	A
USGS	01646500	1931-12-11	1880	A
USGS	01646500	1931-12-12	1880	A
