# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-03-07 13:07:06 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01578310 SUSQUEHANNA RIVER AT CONOWINGO, MD
# -----------------------------------------------------------------------------------
#
# Data provided for site 01578310
#            TS   parameter     statistic     Description
#         68118       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	68118_00060_00003	68118_00060_00003_cd
USGS	01578310	1968-12-18	27300	A
USGS	01578310	1968-12-19	27200	A
USGS	01578310	1968-12-20	28300	A
USGS	01578310	1968-12-21	13400	A
USGS	01578310	1968-12-22	9250	A
USGS	01578310	1968-12-23	40500	A
USGS	01578310	1968-12-24	29100	A
USGS	01578310	1968-12-25	7420	A
USGS	01578310	1968-12-26	25400	A
USGS	01578310	1968-12-27	20800	A
USGS	01578310	1968-12-28	5160	A
USGS	01578310	1968-12-29	887	A
USGS	01578310	1968-12-30	42400	A
USGS	01578310	1968-12-31	48500	A
USGS	01578310	1969-01-01	50600	A
USGS	01578310	1969-01-02	57100	A
USGS	01578310	1969-01-03	48100	A
USGS	01578310	1969-01-04	25000	A
USGS	01578310	1969-01-05	22000	A
USGS	01578310	1969-01-06	23100	A
USGS	01578310	1969-01-07	29400	A
USGS	01578310	1969-01-08	25000	A
USGS	01578310	1969-01-09	24100	A
USGS	01578310	1969-01-10	20000	A
USGS	01578310	1969-01-11	12700	A
USGS	01578310	1969-01-12	6320	A
USGS	01578310	1969-01-13	14200	A
USGS	01578310	1969-01-14	17200	A
USGS	01578310	1969-01-15	22700	A
USGS	01578310	1969-01-16	21600	A
USGS	01578310	1969-01-17	19000	A
USGS	01578310	1969-01-18	10400	A
USGS	01578310	1969-01-19	7630	A
USGS	01578310	1969-01-20	24200	A
USGS	01578310	1969-01-21	22300	A
USGS	01578310	1969-01-22	23900	A
USGS	01578310	1969-01-23	26600	A
USGS	01578310	1969-01-24	26200	A
USGS	01578310	1969-01-25	16000	A
USGS	01578310	1969-01-26	13200	A
USGS	01578310	1969-01-27	30000	A
USGS	01578310	1969-01-28	21400	A
USGS	01578310	1969-01-29	36500	A
USGS	01578310	1969-01-30	36700	A
USGS	01578310	1969-01-31	42600	A
USGS	01578310	1969-02-01	44500	A
USGS	01578310	1969-02-02	36900	A
USGS	01578310	1969-02-03	61300	A
USGS	01578310	1969-02-04	71800	A
USGS	01578310	1969-02-05	62400	A
USGS	01578310	1969-02-06	52100	A
USGS	01578310	1969-02-07	46200	A
USGS	01578310	1969-02-08	30900	A
USGS	01578310	1969-02-09	28600	A
USGS	01578310	1969-02-10	36400	A
USGS	01578310	1969-02-11	29100	A
USGS	01578310	1969-02-12	27600	A
USGS	01578310	1969-02-13	27500	A
USGS	01578310	1969-02-14	23200	A
USGS	01578310	1969-02-15	9750	A
USGS	01578310	1969-02-16	1480	A
USGS	01578310	1969-02-17	20800	A
USGS	01578310	1969-02-18	24200	A
USGS	01578310	1969-02-19	25100	A
USGS	01578310	1969-02-20	19400	A
USGS	01578310	1969-02-21	20700	A
USGS	01578310	1969-02-22	9720	A
USGS	01578310	1969-02-23	6400	A
USGS	01578310	1969-02-24	19200	A
USGS	01578310	1969-02-25	21700	A
USGS	01578310	1969-02-26	25900	A
USGS	01578310	1969-02-27	26400	A
USGS	01578310	1969-02-28	27100	A
USGS	01578310	1969-03-01	9410	A
USGS	01578310	1969-03-02	287	A
USGS	01578310	1969-03-03	19300	A
USGS	01578310	1969-03-04	17800	A
USGS	01578310	1969-03-05	21500	A
USGS	01578310	1969-03-06	19900	A
USGS	01578310	1969-03-07	25300	A
USGS	01578310	1969-03-08	2990	A
USGS	01578310	1969-03-09	446	A
USGS	01578310	1969-03-10	20700	A
USGS	01578310	1969-03-11	14800	A
USGS	01578310	1969-03-12	16400	A
USGS	01578310	1969-03-13	14800	A
USGS	01578310	1969-03-14	15300	A
USGS	01578310	1969-03-15	453	A
USGS	01578310	1969-03-16	386	A
USGS	01578310	1969-03-17	10500	A
USGS	01578310	1969-03-18	12400	A
USGS	01578310	1969-03-19	15600	A
USGS	01578310	1969-03-20	17400	A
USGS	01578310	1969-03-21	23800	A
USGS	01578310	1969-03-22	7850	A
USGS	01578310	1969-03-23	417	A
USGS	01578310	1969-03-24	51800	A
USGS	01578310	1969-03-25	55600	A
USGS	01578310	1969-03-26	81600	A
USGS	01578310	1969-03-27	90000	A
USGS	01578310	1969-03-28	91400	A
USGS	01578310	1969-03-29	85200	A
USGS	01578310	1969-03-30	75900	A
USGS	01578310	1969-03-31	58600	A
USGS	01578310	1969-04-01	61400	A
USGS	01578310	1969-04-02	49900	A
USGS	01578310	1969-04-03	50500	A
USGS	01578310	1969-04-04	38800	A
USGS	01578310	1969-04-05	41700	A
USGS	01578310	1969-04-06	47300	A
USGS	01578310	1969-04-07	78300	A
USGS	01578310	1969-04-08	99700	A
USGS	01578310	1969-04-09	105000	A
USGS	01578310	1969-04-10	84900	A
USGS	01578310	1969-04-11	72900	A
USGS	01578310	1969-04-12	73400	A
USGS	01578310	1969-04-13	61900	A
USGS	01578310	1969-04-14	56300	A
USGS	01578310	1969-04-15	61200	A
USGS	01578310	1969-04-16	52900	A
USGS	01578310	1969-04-17	50000	A
USGS	01578310	1969-04-18	46400	A
USGS	01578310	1969-04-19	41600	A
USGS	01578310	1969-04-20	27300	A
USGS	01578310	1969-04-21	49300	A
USGS	01578310	1969-04-22	53200	A
USGS	01578310	1969-04-23	59300	A
USGS	01578310	1969-04-24	58600	A
USGS	01578310	1969-04-25	73600	A
USGS	01578310	1969-04-26	71400	A
USGS	01578310	1969-04-27	74800	A
USGS	01578310	1969-04-28	68700	A
USGS	01578310	1969-04-29	62800	A
USGS	01578310	1969-04-30	58200	A
USGS	01578310	1969-05-01	53200	A
USGS	01578310	1969-05-02	48700	A
USGS	01578310	1969-05-03	39600	A
USGS	01578310	1969-05-04	18700	A
USGS	01578310	1969-05-05	43300	A
USGS	01578310	1969-05-06	31400	A
USGS	01578310	1969-05-07	30100	A
USGS	01578310	1969-05-08	34600	A
USGS	01578310	1969-05-09	32600	A
USGS	01578310	1969-05-10	28800	A
USGS	01578310	1969-05-11	21600	A
USGS	01578310	1969-05-12	47600	A
USGS	01578310	1969-05-13	49100	A
USGS	01578310	1969-05-14	47600	A
USGS	01578310	1969-05-15	45400	A
USGS	01578310	1969-05-16	49300	A
USGS	01578310	1969-05-17	19800	A
USGS	01578310	1969-05-18	14500	A
USGS	01578310	1969-05-19	43200	A
USGS	01578310	1969-05-20	47000	A
USGS	01578310	1969-05-21	28500	A
USGS	01578310	1969-05-22	46000	A
USGS	01578310	1969-05-23	50600	A
USGS	01578310	1969-05-24	55100	A
USGS	01578310	1969-05-25	35100	A
USGS	01578310	1969-05-26	41800	A
USGS	01578310	1969-05-27	29400	A
USGS	01578310	1969-05-28	28300	A
USGS	01578310	1969-05-29	36500	A
USGS	01578310	1969-05-30	14100	A
USGS	01578310	1969-05-31	13300	A
USGS	01578310	1969-06-01	8580	A
USGS	01578310	1969-06-02	27400	A
USGS	01578310	1969-06-03	25200	A
USGS	01578310	1969-06-04	20400	A
USGS	01578310	1969-06-05	20000	A
USGS	01578310	1969-06-06	19800	A
USGS	01578310	1969-06-07	14800	A
USGS	01578310	1969-06-08	10100	A
USGS	01578310	1969-06-09	21600	A
USGS	01578310	1969-06-10	17600	A
USGS	01578310	1969-06-11	18500	A
USGS	01578310	1969-06-12	22400	A
USGS	01578310	1969-06-13	13300	A
USGS	01578310	1969-06-14	5050	A
USGS	01578310	1969-06-15	622	A
USGS	01578310	1969-06-16	30900	A
USGS	01578310	1969-06-17	41800	A
USGS	01578310	1969-06-18	42600	A
USGS	01578310	1969-06-19	45700	A
USGS	01578310	1969-06-20	32800	A
USGS	01578310	1969-06-21	15600	A
USGS	01578310	1969-06-22	10400	A
USGS	01578310	1969-06-23	27100	A
USGS	01578310	1969-06-24	22700	A
USGS	01578310	1969-06-25	24800	A
USGS	01578310	1969-06-26	27500	A
USGS	01578310	1969-06-27	22200	A
USGS	01578310	1969-06-28	14800	A
USGS	01578310	1969-06-29	5200	A
USGS	01578310	1969-06-30	32600	A
USGS	01578310	1969-07-01	19100	A
USGS	01578310	1969-07-02	14500	A
USGS	01578310	1969-07-03	15200	A
USGS	01578310	1969-07-04	1040	A
USGS	01578310	1969-07-05	8560	A
USGS	01578310	1969-07-06	2770	A
USGS	01578310	1969-07-07	25700	A
