# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-05-25 16:14:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01357500 MOHAWK RIVER AT COHOES NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 01357500
#            TS   parameter     statistic     Description
#        105054       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105054_00060_00003	105054_00060_00003_cd
USGS	01357500	1918-04-19	20600	A
USGS	01357500	1918-04-20	17000	A
USGS	01357500	1918-04-21	13400	A
USGS	01357500	1918-04-22	16400	A
USGS	01357500	1918-04-23	20600	A
USGS	01357500	1918-04-24	17000	A
USGS	01357500	1918-04-25	13600	A
USGS	01357500	1918-04-26	11000	A
USGS	01357500	1918-04-27	8120	A
USGS	01357500	1918-04-28	7310	A
USGS	01357500	1918-04-29	6860	A
USGS	01357500	1918-04-30	7310	A
USGS	01357500	1918-05-01	8390	A
USGS	01357500	1918-05-02	9800	A
USGS	01357500	1918-05-03	8100	A
USGS	01357500	1918-05-04	5890	A
USGS	01357500	1918-05-05	6010	A
USGS	01357500	1918-05-06	4850	A
USGS	01357500	1918-05-07	4920	A
USGS	01357500	1918-05-08	5140	A
USGS	01357500	1918-05-09	3570	A
USGS	01357500	1918-05-10	3300	A
USGS	01357500	1918-05-11	4910	A
USGS	01357500	1918-05-12	4910	A
USGS	01357500	1918-05-13	6400	A
USGS	01357500	1918-05-14	15800	A
USGS	01357500	1918-05-15	11800	A
USGS	01357500	1918-05-16	8360	A
USGS	01357500	1918-05-17	5200	A
USGS	01357500	1918-05-18	4860	A
USGS	01357500	1918-05-19	4190	A
USGS	01357500	1918-05-20	3780	A
USGS	01357500	1918-05-21	5000	A
USGS	01357500	1918-05-22	4420	A
USGS	01357500	1918-05-23	4700	A
USGS	01357500	1918-05-24	3860	A
USGS	01357500	1918-05-25	3800	A
USGS	01357500	1918-05-26	3450	A
USGS	01357500	1918-05-27	4800	A
USGS	01357500	1918-05-28	6190	A
USGS	01357500	1918-05-29	5070	A
USGS	01357500	1918-05-30	4480	A
USGS	01357500	1918-05-31	3870	A
USGS	01357500	1918-06-01	4000	A
USGS	01357500	1918-06-02	3590	A
USGS	01357500	1918-06-03	2980	A
USGS	01357500	1918-06-04	2910	A
USGS	01357500	1918-06-05	2830	A
USGS	01357500	1918-06-06	2840	A
USGS	01357500	1918-06-07	3200	A
USGS	01357500	1918-06-08	4000	A
USGS	01357500	1918-06-09	3050	A
USGS	01357500	1918-06-10	3480	A
USGS	01357500	1918-06-11	4050	A
USGS	01357500	1918-06-12	7240	A
USGS	01357500	1918-06-13	10600	A
USGS	01357500	1918-06-14	8230	A
USGS	01357500	1918-06-15	5080	A
USGS	01357500	1918-06-16	3980	A
USGS	01357500	1918-06-17	3580	A
USGS	01357500	1918-06-18	3450	A
USGS	01357500	1918-06-19	2650	A
USGS	01357500	1918-06-20	2240	A
USGS	01357500	1918-06-21	2510	A
USGS	01357500	1918-06-22	3290	A
USGS	01357500	1918-06-23	3050	A
USGS	01357500	1918-06-24	2680	A
USGS	01357500	1918-06-25	3340	A
USGS	01357500	1918-06-26	2550	A
USGS	01357500	1918-06-27	2500	A
USGS	01357500	1918-06-28	2020	A
USGS	01357500	1918-06-29	2280	A
USGS	01357500	1918-06-30	1740	A
USGS	01357500	1918-07-01	2050	A
USGS	01357500	1918-07-02	4680	A
USGS	01357500	1918-07-03	2560	A
USGS	01357500	1918-07-04	2740	A
USGS	01357500	1918-07-05	2020	A
USGS	01357500	1918-07-06	2320	A
USGS	01357500	1918-07-07	2060	A
USGS	01357500	1918-07-08	1350	A
USGS	01357500	1918-07-09	1760	A
USGS	01357500	1918-07-10	2040	A
USGS	01357500	1918-07-11	2910	A
USGS	01357500	1918-07-12	2610	A
USGS	01357500	1918-07-13	2840	A
USGS	01357500	1918-07-14	3470	A
USGS	01357500	1918-07-15	4590	A
USGS	01357500	1918-07-16	4960	A
USGS	01357500	1918-07-17	3110	A
USGS	01357500	1918-07-18	3130	A
USGS	01357500	1918-07-19	3260	A
USGS	01357500	1918-07-20	2740	A
USGS	01357500	1918-07-21	2320	A
USGS	01357500	1918-07-22	1780	A
USGS	01357500	1918-07-23	2270	A
USGS	01357500	1918-07-24	1940	A
USGS	01357500	1918-07-25	1930	A
USGS	01357500	1918-07-26	1760	A
USGS	01357500	1918-07-27	1660	A
USGS	01357500	1918-07-28	1480	A
USGS	01357500	1918-07-29	1360	A
USGS	01357500	1918-07-30	1370	A
USGS	01357500	1918-07-31	1250	A
USGS	01357500	1918-08-01	1210	A
USGS	01357500	1918-08-02	1220	A
USGS	01357500	1918-08-03	1260	A
USGS	01357500	1918-08-04	1290	A
USGS	01357500	1918-08-05	1300	A
USGS	01357500	1918-08-06	1240	A
USGS	01357500	1918-08-07	1350	A
USGS	01357500	1918-08-08	2300	A
USGS	01357500	1918-08-09	1360	A
USGS	01357500	1918-08-10	2500	A
USGS	01357500	1918-08-11	1930	A
USGS	01357500	1918-08-12	1600	A
USGS	01357500	1918-08-13	1590	A
USGS	01357500	1918-08-14	1350	A
USGS	01357500	1918-08-15	1550	A
USGS	01357500	1918-08-16	1210	A
USGS	01357500	1918-08-17	1310	A
USGS	01357500	1918-08-18	1030	A
USGS	01357500	1918-08-19	961	A
USGS	01357500	1918-08-20	1060	A
USGS	01357500	1918-08-21	1020	A
USGS	01357500	1918-08-22	1010	A
USGS	01357500	1918-08-23	1020	A
USGS	01357500	1918-08-24	1130	A
USGS	01357500	1918-08-25	1400	A
USGS	01357500	1918-08-26	1190	A
USGS	01357500	1918-08-27	997	A
USGS	01357500	1918-08-28	973	A
USGS	01357500	1918-08-29	1160	A
USGS	01357500	1918-08-30	1270	A
USGS	01357500	1918-08-31	1780	A
USGS	01357500	1918-09-01	2660	A
USGS	01357500	1918-09-02	1700	A
USGS	01357500	1918-09-03	1540	A
USGS	01357500	1918-09-04	1560	A
USGS	01357500	1918-09-05	1610	A
USGS	01357500	1918-09-06	1880	A
USGS	01357500	1918-09-07	2790	A
USGS	01357500	1918-09-08	2180	A
USGS	01357500	1918-09-09	2020	A
USGS	01357500	1918-09-10	1790	A
USGS	01357500	1918-09-11	2040	A
USGS	01357500	1918-09-12	2180	A
USGS	01357500	1918-09-13	2360	A
USGS	01357500	1918-09-14	2530	A
USGS	01357500	1918-09-15	2470	A
USGS	01357500	1918-09-16	2220	A
USGS	01357500	1918-09-17	1940	A
USGS	01357500	1918-09-18	3800	A
USGS	01357500	1918-09-19	3660	A
USGS	01357500	1918-09-20	3590	A
USGS	01357500	1918-09-21	3340	A
USGS	01357500	1918-09-22	3550	A
USGS	01357500	1918-09-23	2620	A
USGS	01357500	1918-09-24	3120	A
USGS	01357500	1918-09-25	2660	A
USGS	01357500	1918-09-26	6230	A
USGS	01357500	1918-09-27	11400	A
USGS	01357500	1918-09-28	7620	A
USGS	01357500	1918-09-29	4380	A
USGS	01357500	1918-09-30	3490	A
USGS	01357500	1918-10-01	3100	A
USGS	01357500	1918-10-02	2810	A
USGS	01357500	1918-10-03	2710	A
USGS	01357500	1918-10-04	3620	A
USGS	01357500	1918-10-05	3430	A
USGS	01357500	1918-10-06	2950	A
USGS	01357500	1918-10-07	5660	A
USGS	01357500	1918-10-08	6580	A
USGS	01357500	1918-10-09	4270	A
USGS	01357500	1918-10-10	3960	A
USGS	01357500	1918-10-11	3010	A
USGS	01357500	1918-10-12	2610	A
USGS	01357500	1918-10-13	2470	A
USGS	01357500	1918-10-14	2300	A
USGS	01357500	1918-10-15	2570	A
USGS	01357500	1918-10-16	2470	A
USGS	01357500	1918-10-17	2320	A
USGS	01357500	1918-10-18	2480	A
USGS	01357500	1918-10-19	2110	A
USGS	01357500	1918-10-20	2190	A
USGS	01357500	1918-10-21	8200	A
USGS	01357500	1918-10-22	7500	A
USGS	01357500	1918-10-23	4890	A
USGS	01357500	1918-10-24	4080	A
USGS	01357500	1918-10-25	3240	A
USGS	01357500	1918-10-26	3780	A
USGS	01357500	1918-10-27	7620	A
USGS	01357500	1918-10-28	5790	A
USGS	01357500	1918-10-29	5000	A
USGS	01357500	1918-10-30	4600	A
USGS	01357500	1918-10-31	19300	A
USGS	01357500	1918-11-01	17200	A
USGS	01357500	1918-11-02	11500	A
USGS	01357500	1918-11-03	8050	A
USGS	01357500	1918-11-04	6940	A
USGS	01357500	1918-11-05	5970	A
USGS	01357500	1918-11-06	4760	A
USGS	01357500	1918-11-07	4310	A
USGS	01357500	1918-11-08	3990	A
USGS	01357500	1918-11-09	3440	A
USGS	01357500	1918-11-10	3820	A
USGS	01357500	1918-11-11	3120	A
USGS	01357500	1918-11-12	3110	A
USGS	01357500	1918-11-13	3180	A
USGS	01357500	1918-11-14	3240	A
USGS	01357500	1918-11-15	2760	A
USGS	01357500	1918-11-16	2970	A
USGS	01357500	1918-11-17	2730	A
USGS	01357500	1918-11-18	5230	A
USGS	01357500	1918-11-19	8100	A
USGS	01357500	1918-11-20	7920	A
USGS	01357500	1918-11-21	6600	A
USGS	01357500	1918-11-22	5520	A
USGS	01357500	1918-11-23	5300	A
USGS	01357500	1918-11-24	3980	A
USGS	01357500	1918-11-25	4200	A
USGS	01357500	1918-11-26	4220	A
USGS	01357500	1918-11-27	3420	A
USGS	01357500	1918-11-28	3430	A
USGS	01357500	1918-11-29	3080	A
USGS	01357500	1918-11-30	4120	A
USGS	01357500	1918-12-01	3900	A
USGS	01357500	1918-12-02	2890	A
USGS	01357500	1918-12-03	2930	A
USGS	01357500	1918-12-04	3380	A
USGS	01357500	1918-12-05	3540	A
USGS	01357500	1918-12-06	4580	A
USGS	01357500	1918-12-07	3720	A
USGS	01357500	1918-12-08	4120	A
USGS	01357500	1918-12-09	5390	A
USGS	01357500	1918-12-10	6900	A
USGS	01357500	1918-12-11	6970	A
USGS	01357500	1918-12-12	6760	A
USGS	01357500	1918-12-13	5750	A
USGS	01357500	1918-12-14	5430	A
USGS	01357500	1918-12-15	8870	A
USGS	01357500	1918-12-16	13000	A
USGS	01357500	1918-12-17	10600	A
USGS	01357500	1918-12-18	9370	A
USGS	01357500	1918-12-19	4550	A
USGS	01357500	1918-12-20	3070	A
USGS	01357500	1918-12-21	4510	A
USGS	01357500	1918-12-22	4370	A
USGS	01357500	1918-12-23	6690	A
USGS	01357500	1918-12-24	13300	A
USGS	01357500	1918-12-25	18300	A
USGS	01357500	1918-12-26	19400	A
USGS	01357500	1918-12-27	12400	A
USGS	01357500	1918-12-28	8630	A
USGS	01357500	1918-12-29	6070	A
USGS	01357500	1918-12-30	4510	A
USGS	01357500	1918-12-31	4370	A
USGS	01357500	1919-01-01	4790	A
USGS	01357500	1919-01-02	10300	A
USGS	01357500	1919-01-03	14300	A
USGS	01357500	1919-01-04	9650	A
USGS	01357500	1919-01-05	6470	A
USGS	01357500	1919-01-06	4710	A
USGS	01357500	1919-01-07	4420	A
USGS	01357500	1919-01-08	4140	A
USGS	01357500	1919-01-09	5250	A
USGS	01357500	1919-01-10	4280	A
USGS	01357500	1919-01-11	3140	A
USGS	01357500	1919-01-12	2540	A
USGS	01357500	1919-01-13	2380	A
USGS	01357500	1919-01-14	2780	A
USGS	01357500	1919-01-15	3530	A
USGS	01357500	1919-01-16	4070	A
USGS	01357500	1919-01-17	4140	A
USGS	01357500	1919-01-18	3860	A
USGS	01357500	1919-01-19	3860	A
USGS	01357500	1919-01-20	3790	A
USGS	01357500	1919-01-21	3790	A
USGS	01357500	1919-01-22	3790	A
USGS	01357500	1919-01-23	3790	A
USGS	01357500	1919-01-24	5010	A
USGS	01357500	1919-01-25	6470	A
USGS	01357500	1919-01-26	6730	A
USGS	01357500	1919-01-27	5490	A
USGS	01357500	1919-01-28	4870	A
USGS	01357500	1919-01-29	4490	A
USGS	01357500	1919-01-30	4140	A
USGS	01357500	1919-01-31	3790	A
USGS	01357500	1919-02-01	3400	A
USGS	01357500	1919-02-02	2540	A
USGS	01357500	1919-02-03	2270	A
USGS	01357500	1919-02-04	2960	A
USGS	01357500	1919-02-05	3140	A
USGS	01357500	1919-02-06	2960	A
USGS	01357500	1919-02-07	2840	A
USGS	01357500	1919-02-08	2660	A
USGS	01357500	1919-02-09	2430	A
USGS	01357500	1919-02-10	2110	A
USGS	01357500	1919-02-11	2000	A
USGS	01357500	1919-02-12	2050	A
USGS	01357500	1919-02-13	2220	A
USGS	01357500	1919-02-14	2380	A
USGS	01357500	1919-02-15	3020	A
USGS	01357500	1919-02-16	4280	A
USGS	01357500	1919-02-17	3660	A
USGS	01357500	1919-02-18	3020	A
USGS	01357500	1919-02-19	2780	A
USGS	01357500	1919-02-20	2380	A
USGS	01357500	1919-02-21	2660	A
USGS	01357500	1919-02-22	2720	A
USGS	01357500	1919-02-23	2660	A
USGS	01357500	1919-02-24	2780	A
USGS	01357500	1919-02-25	2780	A
USGS	01357500	1919-02-26	3470	A
USGS	01357500	1919-02-27	3330	A
USGS	01357500	1919-02-28	3530	A
USGS	01357500	1919-03-01	6630	A
USGS	01357500	1919-03-02	12800	A
USGS	01357500	1919-03-03	10900	A
USGS	01357500	1919-03-04	9070	A
USGS	01357500	1919-03-05	9070	A
USGS	01357500	1919-03-06	10200	A
USGS	01357500	1919-03-07	7610	A
USGS	01357500	1919-03-08	5810	A
USGS	01357500	1919-03-09	6450	A
USGS	01357500	1919-03-10	15300	A
USGS	01357500	1919-03-11	14300	A
USGS	01357500	1919-03-12	10600	A
USGS	01357500	1919-03-13	8510	A
USGS	01357500	1919-03-14	8150	A
USGS	01357500	1919-03-15	6890	A
USGS	01357500	1919-03-16	5810	A
USGS	01357500	1919-03-17	6630	A
USGS	01357500	1919-03-18	14500	A
USGS	01357500	1919-03-19	17000	A
USGS	01357500	1919-03-20	13300	A
USGS	01357500	1919-03-21	13300	A
USGS	01357500	1919-03-22	13500	A
USGS	01357500	1919-03-23	12000	A
USGS	01357500	1919-03-24	9830	A
USGS	01357500	1919-03-25	9270	A
USGS	01357500	1919-03-26	9730	A
USGS	01357500	1919-03-27	8970	A
USGS	01357500	1919-03-28	10400	A
USGS	01357500	1919-03-29	15300	A
USGS	01357500	1919-03-30	12400	A
USGS	01357500	1919-03-31	11100	A
USGS	01357500	1919-04-01	10200	A
USGS	01357500	1919-04-02	8970	A
USGS	01357500	1919-04-03	8330	A
USGS	01357500	1919-04-04	8970	A
USGS	01357500	1919-04-05	11600	A
USGS	01357500	1919-04-06	14300	A
USGS	01357500	1919-04-07	15900	A
USGS	01357500	1919-04-08	16500	A
USGS	01357500	1919-04-09	15300	A
USGS	01357500	1919-04-10	17000	A
USGS	01357500	1919-04-11	18200	A
USGS	01357500	1919-04-12	28800	A
USGS	01357500	1919-04-13	32000	A
USGS	01357500	1919-04-14	24000	A
USGS	01357500	1919-04-15	16500	A
USGS	01357500	1919-04-16	13600	A
USGS	01357500	1919-04-17	10000	A
USGS	01357500	1919-04-18	11800	A
USGS	01357500	1919-04-19	10200	A
USGS	01357500	1919-04-20	8690	A
USGS	01357500	1919-04-21	6990	A
USGS	01357500	1919-04-22	6550	A
USGS	01357500	1919-04-23	6150	A
USGS	01357500	1919-04-24	6550	A
USGS	01357500	1919-04-25	6730	A
USGS	01357500	1919-04-26	7170	A
USGS	01357500	1919-04-27	6730	A
USGS	01357500	1919-04-28	5730	A
USGS	01357500	1919-04-29	6990	A
USGS	01357500	1919-04-30	6890	A
USGS	01357500	1919-05-01	5490	A
USGS	01357500	1919-05-02	7430	A
USGS	01357500	1919-05-03	10300	A
USGS	01357500	1919-05-04	8260	A
USGS	01357500	1919-05-05	9930	A
USGS	01357500	1919-05-06	9550	A
USGS	01357500	1919-05-07	8070	A
USGS	01357500	1919-05-08	9460	A
USGS	01357500	1919-05-09	8150	A
USGS	01357500	1919-05-10	8330	A
USGS	01357500	1919-05-11	16100	A
USGS	01357500	1919-05-12	18200	A
USGS	01357500	1919-05-13	19400	A
USGS	01357500	1919-05-14	13900	A
USGS	01357500	1919-05-15	10100	A
USGS	01357500	1919-05-16	8350	A
USGS	01357500	1919-05-17	7670	A
USGS	01357500	1919-05-18	10600	A
USGS	01357500	1919-05-19	13100	A
USGS	01357500	1919-05-20	9950	A
USGS	01357500	1919-05-21	8460	A
USGS	01357500	1919-05-22	7990	A
USGS	01357500	1919-05-23	9950	A
USGS	01357500	1919-05-24	9940	A
USGS	01357500	1919-05-25	9370	A
USGS	01357500	1919-05-26	9390	A
USGS	01357500	1919-05-27	7020	A
USGS	01357500	1919-05-28	6280	A
USGS	01357500	1919-05-29	4600	A
USGS	01357500	1919-05-30	3620	A
USGS	01357500	1919-05-31	2870	A
USGS	01357500	1919-06-01	3220	A
USGS	01357500	1919-06-02	2820	A
USGS	01357500	1919-06-03	3020	A
USGS	01357500	1919-06-04	2420	A
USGS	01357500	1919-06-05	2800	A
USGS	01357500	1919-06-06	2400	A
USGS	01357500	1919-06-07	2670	A
USGS	01357500	1919-06-08	2440	A
USGS	01357500	1919-06-09	2140	A
USGS	01357500	1919-06-10	2180	A
USGS	01357500	1919-06-11	2020	A
USGS	01357500	1919-06-12	2000	A
USGS	01357500	1919-06-13	1840	A
USGS	01357500	1919-06-14	1660	A
USGS	01357500	1919-06-15	2130	A
USGS	01357500	1919-06-16	3350	A
USGS	01357500	1919-06-17	3440	A
USGS	01357500	1919-06-18	2940	A
USGS	01357500	1919-06-19	1910	A
USGS	01357500	1919-06-20	1950	A
USGS	01357500	1919-06-21	1840	A
USGS	01357500	1919-06-22	1640	A
USGS	01357500	1919-06-23	1760	A
USGS	01357500	1919-06-24	1550	A
USGS	01357500	1919-06-25	1330	A
USGS	01357500	1919-06-26	1240	A
USGS	01357500	1919-06-27	1480	A
USGS	01357500	1919-06-28	1750	A
USGS	01357500	1919-06-29	2010	A
USGS	01357500	1919-06-30	1760	A
USGS	01357500	1919-07-01	1260	A
USGS	01357500	1919-07-02	1520	A
USGS	01357500	1919-07-03	1520	A
USGS	01357500	1919-07-04	1250	A
USGS	01357500	1919-07-05	1390	A
USGS	01357500	1919-07-06	1210	A
USGS	01357500	1919-07-07	1120	A
USGS	01357500	1919-07-08	989	A
USGS	01357500	1919-07-09	880	A
USGS	01357500	1919-07-10	1090	A
USGS	01357500	1919-07-11	2900	A
USGS	01357500	1919-07-12	2360	A
USGS	01357500	1919-07-13	2120	A
USGS	01357500	1919-07-14	1630	A
USGS	01357500	1919-07-15	1430	A
USGS	01357500	1919-07-16	1970	A
USGS	01357500	1919-07-17	1940	A
USGS	01357500	1919-07-18	2300	A
USGS	01357500	1919-07-19	1760	A
USGS	01357500	1919-07-20	1270	A
USGS	01357500	1919-07-21	1170	A
USGS	01357500	1919-07-22	2660	A
USGS	01357500	1919-07-23	5970	A
USGS	01357500	1919-07-24	3620	A
USGS	01357500	1919-07-25	2290	A
USGS	01357500	1919-07-26	2370	A
USGS	01357500	1919-07-27	2120	A
USGS	01357500	1919-07-28	7090	A
USGS	01357500	1919-07-29	5870	A
USGS	01357500	1919-07-30	3370	A
USGS	01357500	1919-07-31	2780	A
USGS	01357500	1919-08-01	2390	A
USGS	01357500	1919-08-02	2130	A
USGS	01357500	1919-08-03	1280	A
USGS	01357500	1919-08-04	1200	A
USGS	01357500	1919-08-05	1050	A
USGS	01357500	1919-08-06	1180	A
USGS	01357500	1919-08-07	2080	A
USGS	01357500	1919-08-08	2210	A
USGS	01357500	1919-08-09	1710	A
USGS	01357500	1919-08-10	1740	A
USGS	01357500	1919-08-11	1320	A
USGS	01357500	1919-08-12	1350	A
USGS	01357500	1919-08-13	1290	A
USGS	01357500	1919-08-14	1430	A
USGS	01357500	1919-08-15	1290	A
USGS	01357500	1919-08-16	1330	A
USGS	01357500	1919-08-17	1230	A
USGS	01357500	1919-08-18	1200	A
USGS	01357500	1919-08-19	2270	A
USGS	01357500	1919-08-20	1510	A
USGS	01357500	1919-08-21	1460	A
USGS	01357500	1919-08-22	1680	A
USGS	01357500	1919-08-23	1540	A
USGS	01357500	1919-08-24	1530	A
USGS	01357500	1919-08-25	2370	A
USGS	01357500	1919-08-26	1870	A
USGS	01357500	1919-08-27	1540	A
USGS	01357500	1919-08-28	1850	A
USGS	01357500	1919-08-29	1540	A
USGS	01357500	1919-08-30	1390	A
USGS	01357500	1919-08-31	2090	A
USGS	01357500	1919-09-01	1710	A
USGS	01357500	1919-09-02	1900	A
USGS	01357500	1919-09-03	5790	A
USGS	01357500	1919-09-04	14400	A
USGS	01357500	1919-09-05	6250	A
USGS	01357500	1919-09-06	4450	A
USGS	01357500	1919-09-07	3120	A
